"RowNumber","CustomerId","ProfitScore","Exited","Age","Cumamountpaidout","Numofinsurances","EstimatedSalary","Geography","IsActiveMember"
1616,15722578,685,0,21,97956.5,1,164966.27,"Germany",1
1617,15665695,594,0,49,0,2,23631.55,"France",1
1618,15801062,557,0,40,0,2,105433.53,"Spain",1
1619,15662955,697,0,27,141223.68,2,90591.15,"France",0
1620,15770309,656,0,18,151762.74,1,127014.32,"France",1
1621,15657386,712,0,43,141749.74,2,90905.26,"Germany",1
1622,15777797,689,1,38,75075.14,1,8651.92,"Spain",1
1623,15783955,697,0,25,165686.11,2,15467.98,"France",0
1624,15804516,589,0,38,0,1,79915.28,"France",0
1625,15681758,525,0,25,0,2,69361.95,"Spain",0
1626,15630321,680,0,44,0,2,86935.08,"France",0
1627,15588248,617,1,28,0,2,7597.83,"France",1
1628,15591932,680,0,32,92961.61,1,116957.6,"France",0
1629,15810347,662,0,30,0,2,157884.83,"Spain",1
1630,15595303,736,1,46,130812.91,1,77981.54,"Germany",1
1631,15634950,657,1,57,107174.58,1,126369.55,"Germany",1
1632,15685372,350,1,54,152677.48,1,191973.49,"Spain",1
1633,15745827,617,0,30,132005.77,1,142940.39,"France",0
1634,15755868,562,0,35,0,1,48869.67,"France",0
1635,15735222,705,0,23,0,2,73131.73,"Spain",1
1636,15604804,516,0,33,127305.5,1,120037.36,"France",1
1637,15718944,573,0,37,0,2,193995.37,"France",0
1638,15678626,538,0,31,0,2,179453.66,"Spain",0
1639,15571550,699,0,39,0,1,80963.92,"France",0
1640,15723053,504,0,32,170291.22,2,15658.99,"Germany",1
1641,15661528,583,0,47,102562.23,1,92708.1,"Spain",0
1642,15754177,712,0,53,111061.01,2,26542.17,"Spain",0
1643,15683544,626,0,62,0,1,65010.74,"Spain",1
1644,15708048,631,0,34,124379.14,1,106892.91,"France",0
1645,15701109,663,0,37,0,1,185210.63,"France",1
1646,15600110,506,0,41,57745.76,1,4035.46,"Germany",0
1647,15651533,570,1,50,129293.74,1,177805.44,"Germany",0
1648,15777904,703,0,45,0,2,68831.72,"France",1
1649,15655574,698,0,40,150777.1,1,114732.62,"Germany",0
1650,15569423,731,0,41,0,2,22299.27,"Spain",0
1651,15718106,625,0,34,0,2,197283.2,"France",0
1652,15585067,634,1,31,108632.48,1,179485.96,"Spain",1
1653,15675501,616,0,59,153861.1,1,17699.48,"France",1
1654,15633233,500,1,56,100374.58,1,118490.8,"France",0
1655,15667134,446,0,32,0,2,133292.94,"France",0
1656,15659105,669,0,47,61196.54,1,58170.24,"France",0
1657,15575409,581,0,31,116891.72,1,107137.3,"Germany",0
1658,15752342,704,1,54,133656.91,3,145071.33,"Germany",0
1659,15654851,748,0,44,92911.52,1,85495.24,"France",1
1660,15741429,680,0,31,119825.75,2,101139.3,"Spain",1
1661,15682356,655,0,37,111852.84,2,10511.13,"France",0
1662,15806447,690,0,32,106683.52,2,137916.49,"Germany",1
1663,15800229,695,0,40,139022.24,1,193383.13,"Germany",1
1664,15663441,700,1,40,148571.07,1,189826.96,"Germany",0
1665,15791991,773,0,52,0,1,144113.42,"France",1
1666,15775082,749,0,42,129776.72,2,143538.51,"France",1
1667,15579706,611,1,46,0,1,77677.14,"France",0
1668,15718247,606,0,46,0,2,183717.94,"Spain",1
1669,15755722,554,0,24,0,1,92180.62,"France",0
1670,15582259,567,0,37,0,2,28690.9,"France",1
1671,15716994,559,1,24,114739.92,1,85891.02,"Spain",0
1672,15586880,594,0,41,122545.65,2,42050.24,"Germany",1
1673,15713854,513,0,37,0,2,110142.34,"France",0
1674,15780835,652,0,26,131908.35,1,179269.79,"Germany",1
1675,15675896,680,1,42,105722.69,1,90558.24,"Germany",1
1676,15658459,784,0,33,0,2,162022.47,"Spain",0
1677,15658057,812,1,44,0,3,66926.83,"Spain",0
1678,15801767,784,0,40,0,2,108891.3,"Spain",0
1679,15569178,570,0,18,82767.42,1,71811.9,"France",0
1680,15731478,712,0,42,87842.98,1,92223.59,"France",0
1681,15811236,705,0,39,133261.13,1,78065.9,"Spain",1
1682,15746749,681,0,32,0,2,59679.9,"Spain",1
1683,15662758,620,0,41,97925.11,1,85000.32,"France",0
1684,15709387,711,0,52,0,1,159808.95,"France",1
1685,15572093,613,0,24,140453.91,1,129001.3,"France",0
1686,15713826,613,1,20,117356.19,1,113557.7,"Germany",0
1687,15570205,682,0,36,0,2,147758.51,"Spain",1
1688,15589348,850,0,37,137204.77,1,28865.59,"Spain",1
1689,15804610,601,0,41,0,2,160607.06,"France",1
1690,15700854,595,1,35,0,1,100015.79,"Spain",0
1691,15758836,675,0,36,54098.18,2,54478.52,"Spain",1
1692,15772933,591,0,31,0,1,141677.33,"Spain",1
1693,15809006,602,0,23,113758.48,2,84077.6,"France",0
1694,15689612,554,0,34,0,1,106981.03,"Spain",1
1695,15744614,541,0,37,118636.92,1,73551.44,"France",1
1696,15704250,506,0,34,0,2,115842.1,"France",0
1697,15700255,814,0,44,95488.82,2,107013.59,"Germany",0
1698,15669410,683,0,30,110829.52,2,24938.84,"France",0
1699,15807595,485,0,51,144244.59,2,51113.14,"Germany",0
1700,15664523,696,0,31,122021.92,2,33828.64,"Germany",0
1701,15642833,608,0,30,0,2,128875.86,"France",0
1702,15605279,792,1,50,0,4,194700.81,"France",1
1703,15713644,686,0,22,0,2,158974.45,"Spain",0
1704,15750466,790,0,42,85839.62,1,198182.73,"Germany",0
1705,15739054,654,0,29,96974.97,1,141404.07,"France",1
1706,15612771,452,0,35,148172.44,1,4175.68,"France",1
1707,15788483,719,0,38,0,1,126876.47,"Spain",0
1708,15732832,707,0,40,0,2,41052.82,"France",0
1709,15772892,699,0,49,0,1,105760.01,"France",0
1710,15713843,850,0,30,0,2,27937.12,"Spain",1
1711,15567993,828,0,28,134766.85,1,79355.87,"Spain",0
1712,15617603,850,0,30,123210.56,2,102180.27,"Germany",1
1713,15744983,712,0,47,139887.01,1,95719.73,"Spain",1
1714,15630419,634,0,44,149961.11,1,57121.51,"France",0
1715,15738828,730,0,45,152880.97,1,162478.11,"Germany",0
1716,15778025,685,0,43,108589.47,2,194808.51,"Germany",1
1717,15799479,809,0,33,0,1,124045.65,"Spain",1
1718,15684269,707,1,35,56674.48,1,17987.4,"Spain",0
1719,15762745,648,0,32,0,1,133653.38,"Spain",0
1720,15746970,760,0,57,0,2,25101.17,"Spain",1
1721,15725024,805,0,33,105663.56,2,33330.89,"Germany",1
1722,15592116,585,0,39,0,2,2401.26,"France",0
1723,15624391,595,0,30,100683.54,1,178361.04,"Spain",1
1724,15567422,630,0,42,0,2,162697.93,"France",0
1725,15612627,627,0,29,139541.58,2,80607.33,"Germany",0
1726,15574879,631,0,37,121801.72,2,23146.62,"Germany",1
1727,15745107,776,0,38,112281.7,1,89893.6,"Germany",1
1728,15734491,676,0,36,0,2,3173.31,"Spain",1
1729,15675320,758,0,40,93499.82,2,123218.81,"Spain",0
1730,15643824,637,0,33,132255.99,2,74588.41,"France",1
1731,15643438,850,0,20,0,2,31288.77,"France",0
1732,15721730,601,0,44,0,2,58561.31,"Spain",0
1733,15680727,735,0,49,121973.28,1,148804.36,"France",0
1734,15752508,614,0,32,99462.8,2,51117.06,"Germany",1
1735,15808846,672,0,21,165878.76,2,164537.17,"Germany",1
1736,15727251,642,0,30,117494.27,1,61977.82,"France",0
1737,15663489,633,0,29,138577.34,1,193362.99,"Germany",0
1738,15683677,769,0,39,0,1,47722.79,"Spain",1
1739,15596414,796,0,41,107525.07,1,18510.41,"Spain",0
1740,15730639,715,0,23,139224.92,2,65057.71,"France",0
1741,15672132,695,0,42,121453.63,1,46374.64,"France",0
1742,15742638,747,0,25,0,2,42039.67,"France",1
1743,15578603,584,1,54,77354.37,1,138192.98,"Germany",0
1744,15726088,476,0,40,0,1,22735.45,"France",1
1745,15682533,850,0,39,79259.99,1,186910.74,"France",1
1746,15772995,529,0,30,116295.29,1,75285.47,"France",0
1747,15765694,584,1,59,0,1,130260.11,"Spain",1
1748,15659486,586,0,34,74309.81,1,15034.93,"Germany",0
1749,15568963,674,1,34,152797.9,1,175709.4,"Germany",0
1750,15703820,552,1,42,133701.07,2,101069.71,"France",0
1751,15569410,601,0,33,114430.18,2,153012.13,"Germany",1
1752,15632256,541,0,29,127504.57,1,86173.92,"France",0
1753,15724466,744,0,41,84113.41,1,197548.63,"Germany",0
1754,15777639,595,0,23,101126.66,2,37042.8,"Spain",0
1755,15802501,724,0,33,103564.83,2,121085.72,"Germany",0
1756,15778410,533,1,52,0,1,194113.99,"Spain",1
1757,15670702,618,0,37,168178.21,2,101273.23,"France",1
1758,15704763,523,1,39,143903.11,1,118711.75,"Germany",1
1759,15645544,642,0,30,129753.69,1,582.53,"Germany",0
1760,15757646,584,0,35,0,2,192381.21,"France",0
1761,15701121,521,1,38,110641.18,1,136507.69,"France",1
1762,15796313,662,1,36,166909.2,2,138871.12,"France",0
1763,15815660,758,0,34,154139.45,1,60728.89,"France",1
1764,15602844,717,0,38,97459.06,1,189175.71,"France",0
1765,15636238,611,0,40,0,2,102547.56,"France",1
1766,15770101,766,0,43,112088.04,2,36706.56,"Germany",1
1767,15645543,636,0,34,0,2,44756.25,"France",1
1768,15596397,814,0,48,0,2,132870.15,"France",1
1769,15770525,760,0,28,141038.57,2,16287.38,"Spain",0
1770,15684267,607,0,39,84468.67,2,121945.42,"Germany",1
1771,15689980,725,1,36,118520.26,1,131173.9,"Spain",0
1772,15633260,600,0,37,142663.46,1,88669.89,"France",1
1773,15756471,656,0,27,118627.16,2,160835.3,"Germany",1
1774,15721303,640,0,34,137523.02,1,24761.36,"Spain",0
1775,15802256,439,0,28,110976.23,2,138526.96,"France",0
1776,15725664,549,0,38,107283.4,1,157442.75,"France",0
1777,15674851,622,0,38,0,2,105295.77,"France",0
1778,15701946,715,0,34,124314.45,1,97782.92,"France",0
1779,15748947,657,0,41,95858.37,1,68255.88,"France",1
1780,15673342,703,0,36,0,2,108790.95,"France",0
1781,15601008,802,0,33,0,2,143706.18,"France",0
1782,15771636,793,0,36,0,1,148993.47,"Spain",0
1783,15642002,554,1,35,117707.18,2,95277.15,"France",0
1784,15693381,533,0,38,135289.33,2,152956.33,"Spain",1
1785,15607691,658,0,36,174060.46,1,94925.62,"France",1
1786,15589380,713,0,40,114446.84,2,87308.18,"Germany",1
1787,15603846,711,1,37,0,2,83978.86,"Spain",0
1788,15753549,669,1,25,157848.53,1,37543.93,"France",0
1789,15725355,439,0,43,0,1,104889.3,"France",1
1790,15773017,763,0,37,0,2,149705.25,"Spain",1
1791,15625641,697,0,74,108071.36,2,16445.79,"Germany",1
1792,15776467,702,0,35,14262.8,2,54689.16,"Spain",0
1793,15746451,686,0,41,102749.72,1,194913.86,"Spain",1
1794,15777922,629,0,36,161757.87,2,146371.72,"Spain",1
1795,15606841,823,0,38,0,2,156603.7,"France",0
1796,15757648,683,0,35,95698.79,1,182566.76,"Germany",1
1797,15677173,555,0,37,124969.13,1,60194.05,"France",0
1798,15764170,647,1,44,93960.35,1,36579.53,"Germany",0
1799,15610446,714,1,51,88308.87,3,5862.53,"France",0
1800,15612776,850,0,39,0,2,143030.09,"Spain",1
1801,15794122,713,0,59,0,2,62700.08,"France",1
1802,15774931,452,0,30,112935.87,1,99017.34,"France",1
1803,15779247,683,0,24,98567.1,1,187987.01,"Spain",0
1804,15707078,577,0,26,180530.51,1,123454.62,"France",0
1805,15605263,552,0,33,140931.57,1,10921.5,"France",1
1806,15607381,769,0,31,148913.72,2,53817.23,"Germany",0
1807,15683471,691,0,38,0,2,81617.4,"France",0
1808,15605037,818,1,49,0,1,192298.84,"France",1
1809,15576085,739,0,41,0,2,143882.25,"France",0
1810,15770435,639,0,50,115335.32,2,53130.41,"France",1
1811,15592994,651,0,65,0,2,190454.04,"France",1
1812,15624068,779,0,26,0,2,111906,"France",1
1813,15595221,850,0,33,134678.13,1,113177.95,"Germany",0
1814,15637131,829,0,38,0,2,30529.88,"France",0
1815,15613471,579,0,31,90547.48,2,18800.13,"Germany",1
1816,15583499,510,0,32,103324.78,1,46127.7,"France",1
1817,15752816,531,0,29,114590.58,1,75585.48,"France",0
1818,15804075,628,0,36,91286.51,1,63085.94,"Germany",0
1819,15800517,633,0,32,163340.12,2,74415.2,"Spain",1
1820,15712319,714,0,45,150900.29,2,139889.15,"Spain",1
1821,15797389,604,0,23,124577.33,1,7267.25,"Spain",1
1822,15621432,630,0,35,0,2,186826.22,"Spain",0
1823,15779390,850,0,31,91292.7,1,162149.07,"Spain",1
1824,15711219,788,1,57,93716.72,1,180150.49,"Germany",1
1825,15770498,798,0,37,111723.08,1,83478.12,"France",1
1826,15678727,770,1,45,110765.68,1,26163.74,"Germany",0
1827,15573893,569,0,25,173459.45,2,44381.06,"Germany",1
1828,15740104,425,1,22,169649.73,2,136365,"Spain",1
1829,15792649,547,0,31,0,2,99294.22,"Spain",0
1830,15605275,725,1,45,116917.07,1,173464.43,"Germany",0
1831,15572467,506,0,37,0,2,127543.81,"France",1
1832,15738219,632,0,36,0,2,52526.65,"France",1
1833,15600710,620,0,22,0,1,32589.45,"France",0
1834,15804394,663,1,32,130627.66,1,47161.25,"Germany",0
1835,15694188,700,0,46,56580.95,2,45424.13,"Spain",1
1836,15583718,696,0,38,142316.14,1,8018.49,"Germany",1
1837,15802478,767,0,31,0,2,195668,"Spain",1
1838,15619343,561,1,56,152759,2,133167.11,"France",0
1839,15758813,350,1,39,109733.2,2,123602.11,"Germany",0
1840,15761374,706,0,54,117444.51,1,186238.85,"France",1
1841,15569209,464,0,34,76001.57,1,158668.87,"Spain",1
1842,15788539,501,0,34,107747.57,1,9249.36,"France",0
1843,15747222,745,0,35,0,2,116581.1,"Spain",1
1844,15769346,587,0,36,134997.49,2,44688.08,"France",0
1845,15699634,667,0,48,0,2,148608.39,"France",1
1846,15589076,737,1,36,0,1,188670.9,"France",1
1847,15812338,485,0,30,0,1,107067.37,"Spain",0
1848,15758845,590,1,37,64345.21,1,61759.33,"Spain",1
1849,15685844,518,0,35,141665.63,1,192776.64,"Germany",1
1850,15583090,581,0,29,0,2,46735.19,"Spain",0
1851,15587581,785,0,33,136624.6,2,169117.74,"Germany",1
1852,15633640,799,0,52,161209.66,1,89081.41,"France",1
1853,15573741,698,0,38,95010.92,1,105227.86,"Spain",1
1854,15633574,730,0,41,167545.32,1,128246.81,"France",0
1855,15711455,740,1,36,109044.6,1,94554.74,"Germany",0
1856,15570601,785,1,47,122031.55,1,33823.5,"France",1
1857,15690925,527,1,29,27755.97,1,97468.44,"Spain",0
1858,15709338,544,0,29,118560.55,1,164137.36,"France",1
1859,15780746,705,0,61,0,2,191313.7,"France",1
1860,15681956,684,0,34,0,2,65257.57,"France",1
1861,15778190,639,0,28,97840.72,1,178222.77,"Spain",1
1862,15786852,565,0,38,158651.29,2,179445.28,"Germany",1
1863,15726494,481,1,44,175303.06,1,65500.53,"France",0
1864,15641183,731,0,25,96950.21,1,97877.92,"Spain",0
1865,15805312,607,0,45,123859.6,1,113051.57,"France",1
1866,15636572,760,0,32,0,2,105969.05,"France",1
1867,15632575,559,0,70,0,1,122996.76,"France",1
1868,15740164,715,0,33,85227.84,1,68087.15,"France",1
1869,15574947,656,0,36,97786.08,2,21478.36,"France",1
1870,15597909,652,0,33,128135.99,1,158437.73,"Germany",0
1871,15782574,624,0,33,0,2,76551.7,"Spain",0
1872,15734999,634,0,36,85996.19,1,15887.68,"Spain",0
1873,15706593,850,0,50,0,2,33741.84,"Spain",1
1874,15766686,659,0,39,104502.11,1,20652.69,"Germany",0
1875,15590268,529,0,35,95772.97,1,112781.5,"Spain",1
1876,15763055,572,0,31,98108.79,1,119996.95,"Spain",1
1877,15664754,640,1,39,131607.28,4,6981.43,"Germany",1
1878,15643630,770,1,55,63127.41,2,185211.28,"Spain",0
1879,15641043,648,0,35,0,2,78436.36,"Spain",1
1880,15768095,579,0,31,0,1,139048,"France",1
1881,15811314,589,0,36,140355.56,2,136329.96,"Germany",0
1882,15669922,530,0,36,0,2,14721.8,"Spain",1
1883,15707114,831,0,30,0,2,3430.38,"France",1
1884,15670602,790,0,24,107418.27,1,160450.21,"Germany",1
1885,15713479,656,0,35,0,2,1485.27,"France",0
1886,15663830,563,0,32,0,2,19720.08,"Spain",1
1887,15566958,667,0,39,167557.12,1,41183.02,"Spain",1
1888,15680918,613,0,34,117300.02,1,139410.08,"Spain",0
1889,15663921,429,0,60,0,2,163691.48,"France",1
1890,15716324,665,0,23,143672.9,1,115147.33,"France",1
1891,15796969,731,0,33,0,2,74945.11,"France",1
1892,15574783,584,0,37,0,2,180363.56,"France",1
1893,15773487,634,0,31,76798.92,1,196021.73,"Germany",0
1894,15802486,488,0,34,0,2,125979.36,"France",1
1895,15783398,535,0,49,115309.75,1,111421.77,"Spain",0
1896,15649418,776,0,29,178171.04,2,115818.51,"France",1
1897,15604588,850,0,38,0,2,179360.76,"Spain",1
1898,15735428,673,0,37,0,2,82351.06,"Spain",0
1899,15629078,850,1,45,127258.79,1,192744.23,"Germany",1
1900,15806880,627,0,30,0,1,113408.47,"Spain",1
1901,15754999,570,0,33,0,1,124641.42,"France",1
1902,15781034,796,0,67,0,2,54871.02,"Spain",1
1903,15622017,773,0,33,0,1,98820.09,"Spain",1
1904,15705885,752,0,36,0,2,45570.84,"Spain",1
1905,15677382,625,0,69,107569.96,1,182336.45,"Spain",1
1906,15566843,535,0,20,134874.4,1,118825.56,"Germany",1
1907,15608387,786,0,29,0,2,103372.79,"France",0
1908,15810786,620,0,67,0,2,43486.73,"France",1
1909,15626983,605,0,48,0,2,40062.99,"Spain",1
1910,15773605,670,0,32,0,2,46175.7,"Spain",0
1911,15811261,617,0,42,70105.87,1,120830.73,"Spain",1
1912,15590606,595,0,41,0,2,5967.09,"France",0
1913,15576644,687,1,29,78939.15,1,122134.56,"Germany",0
1914,15750264,757,0,30,105128.85,2,62972.13,"Germany",1
1915,15741554,746,0,31,113836.27,1,174815.54,"Spain",1
1916,15769051,503,0,25,0,1,192841.13,"Spain",1
1917,15812198,543,1,48,100900.5,1,33310.72,"Germany",0
1918,15699772,428,1,40,129248.11,2,72876.43,"Germany",0
1919,15744105,768,0,28,109118.05,2,50911.41,"France",1
1920,15739858,618,1,56,0,1,142400.27,"France",1
1921,15723720,591,0,31,0,2,48778.46,"France",1
1922,15638355,658,1,35,126397.66,1,156361.58,"France",0
1923,15805637,625,1,36,108546.16,3,133807.77,"France",0
1924,15629575,717,1,36,148061.89,1,179128.69,"France",0
1925,15586243,667,0,44,122277.87,1,91810.71,"France",1
1926,15757931,804,0,24,0,2,173195.33,"France",0
1927,15716023,693,0,31,0,2,182270.88,"France",1
1928,15647782,729,0,36,152899.24,2,177130.33,"Germany",0
1929,15716609,484,1,54,134388.11,1,49954.79,"Germany",0
1930,15623791,632,0,40,109740.62,1,141896.74,"Spain",0
1931,15627262,536,0,23,92366.72,2,120661.71,"Germany",0
1932,15652693,573,1,26,129109.02,1,149814.68,"France",0
1933,15586993,655,0,56,0,2,41782.7,"Spain",1
1934,15815560,666,0,74,105102.5,1,46172.47,"Germany",1
1935,15584930,726,0,30,111375.32,2,2704.09,"Germany",0
1936,15799031,523,0,39,0,2,6726.53,"France",0
1937,15810457,728,0,33,150412.14,2,170764.08,"Germany",0
1938,15697879,701,0,30,156660.72,2,45742.42,"France",0
1939,15594902,518,0,38,90957.81,1,162304.59,"France",1
1940,15799710,739,0,37,104960.46,1,80883.82,"France",1
1941,15659651,531,1,31,117052.82,1,118508.09,"Germany",0
1942,15645956,452,0,44,88915.85,1,69697.74,"Spain",0
1943,15651713,684,0,45,148071.39,1,183575.01,"France",0
1944,15737265,728,0,39,152182.83,1,161203.6,"Germany",0
1945,15687310,783,0,39,0,2,143752.77,"Spain",0
1946,15607347,734,1,22,130056.23,1,121894.31,"France",0
1947,15698321,648,0,34,95039.73,2,147055.87,"Germany",1
1948,15657812,688,0,52,0,2,172033.57,"France",1
1949,15569187,680,0,35,0,2,143774.06,"Spain",0
1950,15681562,516,0,43,112773.73,2,139366.58,"France",1
1951,15615456,680,1,37,123806.28,1,81776.84,"France",0
1952,15589793,604,1,53,144453.75,1,190998.96,"France",0
1953,15781884,624,0,27,94667.29,2,4470.52,"Germany",1
1954,15675190,623,0,21,0,2,135851.3,"France",1
1955,15600734,624,0,51,174397.21,2,172372.63,"Spain",1
1956,15779176,565,1,58,108888.24,3,135875.51,"Germany",1
1957,15605286,565,1,55,118803.35,2,128124.7,"France",1
1958,15674922,710,1,54,171137.62,1,167023.95,"France",1
1959,15737506,645,0,42,0,1,149807.01,"France",0
1960,15780514,707,0,33,136678.52,1,54290.62,"France",0
1961,15623647,655,0,36,135515.76,1,86013.96,"Spain",0
1962,15668472,705,0,24,177799.83,2,79886.06,"Spain",0
1963,15692416,358,1,52,143542.36,3,141959.11,"Spain",0
1964,15771139,578,0,34,147487.23,2,66680.77,"Germany",0
1965,15738318,800,1,40,97764.41,1,98640.15,"France",0
1966,15772243,612,1,33,0,1,142797.5,"France",0
1967,15638463,681,0,48,139480.18,1,163581.67,"Germany",1
1968,15598088,559,0,25,0,2,163221.22,"Spain",1
1969,15693468,488,0,39,140553.46,1,12440.44,"Spain",0
1970,15671930,717,0,36,0,2,145551.6,"France",1
1971,15762268,666,0,41,141162.08,1,50908.48,"France",0
1972,15780954,582,0,26,65848.36,2,30149.21,"Spain",0
1973,15700174,733,0,30,83319.28,1,57769.2,"Spain",0
1974,15635728,693,0,41,0,2,156381.47,"France",0
1975,15679283,694,0,33,129731.64,2,178123.86,"France",0
1976,15591386,622,0,35,0,2,51112.8,"France",0
1977,15694192,598,0,38,0,2,173783.38,"Spain",0
1978,15585901,717,1,35,0,3,174770.14,"Spain",0
1979,15792329,494,0,37,107106.33,2,172063.09,"Germany",0
1980,15635597,644,0,33,0,2,155294.17,"France",1
1981,15775880,554,0,30,0,2,40320.3,"France",1
1982,15630913,476,0,69,105303.73,1,134260.34,"Spain",1
1983,15756680,667,0,28,165798.1,1,147090.9,"France",0
1984,15587913,748,0,40,0,2,132368.47,"Spain",0
1985,15737605,531,0,45,126495.57,2,164741.5,"Spain",1
1986,15627876,719,1,47,116393.59,1,63051.32,"Spain",0
1987,15772601,845,0,41,81733.74,2,199761.29,"Germany",0
1988,15758606,738,1,54,0,1,55725.04,"France",1
1989,15657107,563,1,46,106171.68,1,163145.5,"Spain",0
1990,15622454,695,0,28,96020.86,1,57992.49,"Spain",1
1991,15775803,841,0,41,0,2,193093.77,"Spain",1
1992,15570859,626,0,36,181671.16,2,57531.14,"Germany",1
1993,15748381,613,0,29,185709.28,2,77242.19,"France",1
1994,15787189,824,1,60,134250.17,3,153046.16,"Germany",0
1995,15666055,705,1,49,0,1,63405.2,"France",0
